Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value
QC,Crops,7,Angola,5419,Yield,236,Soybeans,2012,2012,hg/ha,1641
QC,Crops,7,Angola,5419,Yield,236,Soybeans,2013,2013,hg/ha,4405
QC,Crops,7,Angola,5419,Yield,236,Soybeans,2014,2014,hg/ha,5840
QC,Crops,7,Angola,5419,Yield,236,Soybeans,2015,2015,hg/ha,6513
QC,Crops,7,Angola,5419,Yield,236,Soybeans,2016,2016,hg/ha,6175
QC,Crops,7,Angola,5419,Yield,122,Sweet potatoes,1961,1961,hg/ha,60000
QC,Crops,7,Angola,5419,Yield,122,Sweet potatoes,1962,1962,hg/ha,66667
QC,Crops,7,Angola,5419,Yield,122,Sweet potatoes,1963,1963,hg/ha,73529
QC,Crops,7,Angola,5419,Yield,122,Sweet potatoes,1964,1964,hg/ha,77778
QC,Crops,7,Angola,5419,Yield,122,Sweet potatoes,1965,1965,hg/ha,83333
QC,Crops,7,Angola,5419,Yield,122,Sweet potatoes,1966,1966,hg/ha,78125
QC,Crops,7,Angola,5419,Yield,122,Sweet potatoes,1967,1967,hg/ha,85294
QC,Crops,7,Angola,5419,Yield,122,Sweet potatoes,1968,1968,hg/ha,82353
QC,Crops,7,Angola,5419,Yield,122,Sweet potatoes,1969,1969,hg/ha,85294
QC,Crops,7,Angola,5419,Yield,122,Sweet potatoes,1970,1970,hg/ha,81667
QC,Crops,7,Angola,5419,Yield,122,Sweet potatoes,1971,1971,hg/ha,83333
QC,Crops,7,Angola,5419,Yield,122,Sweet potatoes,1972,1972,hg/ha,86111
QC,Crops,7,Angola,5419,Yield,122,Sweet potatoes,1973,1973,hg/ha,88889
QC,Crops,7,Angola,5419,Yield,122,Sweet potatoes,1974,1974,hg/ha,88889
QC,Crops,7,Angola,5419,Yield,122,Sweet potatoes,1975,1975,hg/ha,88889
QC,Crops,7,Angola,5419,Yield,122,Sweet potatoes,1976,1976,hg/ha,89444
QC,Crops,7,Angola,5419,Yield,122,Sweet potatoes,1977,1977,hg/ha,90000
QC,Crops,7,Angola,5419,Yield,122,Sweet potatoes,1978,1978,hg/ha,90000
QC,Crops,7,Angola,5419,Yield,122,Sweet potatoes,1979,1979,hg/ha,90000
QC,Crops,7,Angola,5419,Yield,122,Sweet potatoes,1980,1980,hg/ha,91667
QC,Crops,7,Angola,5419,Yield,122,Sweet potatoes,1981,1981,hg/ha,91667
QC,Crops,7,Angola,5419,Yield,122,Sweet potatoes,1982,1982,hg/ha,91667
QC,Crops,7,Angola,5419,Yield,122,Sweet potatoes,1983,1983,hg/ha,91667
QC,Crops,7,Angola,5419,Yield,122,Sweet potatoes,1984,1984,hg/ha,89474
QC,Crops,7,Angola,5419,Yield,122,Sweet potatoes,1985,1985,hg/ha,89474
QC,Crops,7,Angola,5419,Yield,122,Sweet potatoes,1986,1986,hg/ha,89474
QC,Crops,7,Angola,5419,Yield,122,Sweet potatoes,1987,1987,hg/ha,89474
QC,Crops,7,Angola,5419,Yield,122,Sweet potatoes,1988,1988,hg/ha,89474
QC,Crops,7,Angola,5419,Yield,122,Sweet potatoes,1989,1989,hg/ha,86842
QC,Crops,7,Angola,5419,Yield,122,Sweet potatoes,1990,1990,hg/ha,89342
QC,Crops,7,Angola,5419,Yield,122,Sweet potatoes,1991,1991,hg/ha,83001
QC,Crops,7,Angola,5419,Yield,122,Sweet potatoes,1992,1992,hg/ha,90000
QC,Crops,7,Angola,5419,Yield,122,Sweet potatoes,1993,1993,hg/ha,88095
QC,Crops,7,Angola,5419,Yield,122,Sweet potatoes,1994,1994,hg/ha,83192
QC,Crops,7,Angola,5419,Yield,122,Sweet potatoes,1995,1995,hg/ha,81138
QC,Crops,7,Angola,5419,Yield,122,Sweet potatoes,1996,1996,hg/ha,85455
QC,Crops,7,Angola,5419,Yield,122,Sweet potatoes,1997,1997,hg/ha,78098
QC,Crops,7,Angola,5419,Yield,122,Sweet potatoes,1998,1998,hg/ha,76256
QC,Crops,7,Angola,5419,Yield,122,Sweet potatoes,1999,1999,hg/ha,82865
QC,Crops,7,Angola,5419,Yield,122,Sweet potatoes,2000,2000,hg/ha,34938
QC,Crops,7,Angola,5419,Yield,122,Sweet potatoes,2001,2001,hg/ha,44458
QC,Crops,7,Angola,5419,Yield,122,Sweet potatoes,2002,2002,hg/ha,42190
QC,Crops,7,Angola,5419,Yield,122,Sweet potatoes,2003,2003,hg/ha,38231
QC,Crops,7,Angola,5419,Yield,122,Sweet potatoes,2004,2004,hg/ha,45360
QC,Crops,7,Angola,5419,Yield,122,Sweet potatoes,2005,2005,hg/ha,46159
QC,Crops,7,Angola,5419,Yield,122,Sweet potatoes,2006,2006,hg/ha,44240
QC,Crops,7,Angola,5419,Yield,122,Sweet potatoes,2007,2007,hg/ha,58855
QC,Crops,7,Angola,5419,Yield,122,Sweet potatoes,2008,2008,hg/ha,65437
QC,Crops,7,Angola,5419,Yield,122,Sweet potatoes,2009,2009,hg/ha,66475
QC,Crops,7,Angola,5419,Yield,122,Sweet potatoes,2010,2010,hg/ha,63001
QC,Crops,7,Angola,5419,Yield,122,Sweet potatoes,2011,2011,hg/ha,65512
QC,Crops,7,Angola,5419,Yield,122,Sweet potatoes,2012,2012,hg/ha,52954
QC,Crops,7,Angola,5419,Yield,122,Sweet potatoes,2013,2013,hg/ha,73409
QC,Crops,7,Angola,5419,Yield,122,Sweet potatoes,2014,2014,hg/ha,114342
QC,Crops,7,Angola,5419,Yield,122,Sweet potatoes,2015,2015,hg/ha,115174
QC,Crops,7,Angola,5419,Yield,122,Sweet potatoes,2016,2016,hg/ha,98432
QC,Crops,7,Angola,5419,Yield,15,Wheat,1961,1961,hg/ha,11111
QC,Crops,7,Angola,5419,Yield,15,Wheat,1962,1962,hg/ha,11111
QC,Crops,7,Angola,5419,Yield,15,Wheat,1963,1963,hg/ha,11111
QC,Crops,7,Angola,5419,Yield,15,Wheat,1964,1964,hg/ha,9286
QC,Crops,7,Angola,5419,Yield,15,Wheat,1965,1965,hg/ha,11111
QC,Crops,7,Angola,5419,Yield,15,Wheat,1966,1966,hg/ha,11000
QC,Crops,7,Angola,5419,Yield,15,Wheat,1967,1967,hg/ha,13500
QC,Crops,7,Angola,5419,Yield,15,Wheat,1968,1968,hg/ha,13500
QC,Crops,7,Angola,5419,Yield,15,Wheat,1969,1969,hg/ha,9430
QC,Crops,7,Angola,5419,Yield,15,Wheat,1970,1970,hg/ha,8546
QC,Crops,7,Angola,5419,Yield,15,Wheat,1971,1971,hg/ha,9130
QC,Crops,7,Angola,5419,Yield,15,Wheat,1972,1972,hg/ha,11592
QC,Crops,7,Angola,5419,Yield,15,Wheat,1973,1973,hg/ha,8867
QC,Crops,7,Angola,5419,Yield,15,Wheat,1974,1974,hg/ha,13065
QC,Crops,7,Angola,5419,Yield,15,Wheat,1975,1975,hg/ha,10000
QC,Crops,7,Angola,5419,Yield,15,Wheat,1976,1976,hg/ha,10000
QC,Crops,7,Angola,5419,Yield,15,Wheat,1977,1977,hg/ha,7692
QC,Crops,7,Angola,5419,Yield,15,Wheat,1978,1978,hg/ha,5882
QC,Crops,7,Angola,5419,Yield,15,Wheat,1979,1979,hg/ha,5333
QC,Crops,7,Angola,5419,Yield,15,Wheat,1980,1980,hg/ha,5833
QC,Crops,7,Angola,5419,Yield,15,Wheat,1981,1981,hg/ha,6316
QC,Crops,7,Angola,5419,Yield,15,Wheat,1982,1982,hg/ha,6250
QC,Crops,7,Angola,5419,Yield,15,Wheat,1983,1983,hg/ha,6250
QC,Crops,7,Angola,5419,Yield,15,Wheat,1984,1984,hg/ha,6250
QC,Crops,7,Angola,5419,Yield,15,Wheat,1985,1985,hg/ha,6250
QC,Crops,7,Angola,5419,Yield,15,Wheat,1986,1986,hg/ha,8000
QC,Crops,7,Angola,5419,Yield,15,Wheat,1987,1987,hg/ha,8000
QC,Crops,7,Angola,5419,Yield,15,Wheat,1988,1988,hg/ha,8000
QC,Crops,7,Angola,5419,Yield,15,Wheat,1989,1989,hg/ha,8000
QC,Crops,7,Angola,5419,Yield,15,Wheat,1990,1990,hg/ha,7995
QC,Crops,7,Angola,5419,Yield,15,Wheat,1991,1991,hg/ha,8000
QC,Crops,7,Angola,5419,Yield,15,Wheat,1992,1992,hg/ha,8000
QC,Crops,7,Angola,5419,Yield,15,Wheat,1993,1993,hg/ha,8876
QC,Crops,7,Angola,5419,Yield,15,Wheat,1994,1994,hg/ha,10000
QC,Crops,7,Angola,5419,Yield,15,Wheat,1995,1995,hg/ha,11855
QC,Crops,7,Angola,5419,Yield,15,Wheat,1996,1996,hg/ha,13738
QC,Crops,7,Angola,5419,Yield,15,Wheat,1997,1997,hg/ha,15509
QC,Crops,7,Angola,5419,Yield,15,Wheat,1998,1998,hg/ha,17143
QC,Crops,7,Angola,5419,Yield,15,Wheat,1999,1999,hg/ha,17391
QC,Crops,7,Angola,5419,Yield,15,Wheat,2000,2000,hg/ha,17023
QC,Crops,7,Angola,5419,Yield,15,Wheat,2001,2001,hg/ha,16667
QC,Crops,7,Angola,5419,Yield,15,Wheat,2002,2002,hg/ha,15455
QC,Crops,7,Angola,5419,Yield,15,Wheat,2003,2003,hg/ha,13898
QC,Crops,7,Angola,5419,Yield,15,Wheat,2004,2004,hg/ha,12442
QC,Crops,7,Angola,5419,Yield,15,Wheat,2005,2005,hg/ha,10946
QC,Crops,7,Angola,5419,Yield,15,Wheat,2006,2006,hg/ha,10000
QC,Crops,7,Angola,5419,Yield,15,Wheat,2007,2007,hg/ha,10000
QC,Crops,7,Angola,5419,Yield,15,Wheat,2008,2008,hg/ha,10000
QC,Crops,7,Angola,5419,Yield,15,Wheat,2009,2009,hg/ha,10000
QC,Crops,7,Angola,5419,Yield,15,Wheat,2010,2010,hg/ha,10526
QC,Crops,7,Angola,5419,Yield,15,Wheat,2011,2011,hg/ha,10959
QC,Crops,7,Angola,5419,Yield,15,Wheat,2012,2012,hg/ha,11258
QC,Crops,7,Angola,5419,Yield,15,Wheat,2013,2013,hg/ha,9022
QC,Crops,7,Angola,5419,Yield,15,Wheat,2014,2014,hg/ha,8264
QC,Crops,7,Angola,5419,Yield,15,Wheat,2015,2015,hg/ha,7766
QC,Crops,7,Angola,5419,Yield,15,Wheat,2016,2016,hg/ha,7269
QC,Crops,8,Antigua and Barbuda,5419,Yield,125,Cassava,1961,1961,hg/ha,33333
QC,Crops,8,Antigua and Barbuda,5419,Yield,125,Cassava,1962,1962,hg/ha,30000
QC,Crops,8,Antigua and Barbuda,5419,Yield,125,Cassava,1963,1963,hg/ha,28000
QC,Crops,8,Antigua and Barbuda,5419,Yield,125,Cassava,1964,1964,hg/ha,26667
QC,Crops,8,Antigua and Barbuda,5419,Yield,125,Cassava,1965,1965,hg/ha,25714
QC,Crops,8,Antigua and Barbuda,5419,Yield,125,Cassava,1966,1966,hg/ha,25000
QC,Crops,8,Antigua and Barbuda,5419,Yield,125,Cassava,1967,1967,hg/ha,25000
QC,Crops,8,Antigua and Barbuda,5419,Yield,125,Cassava,1968,1968,hg/ha,28571
QC,Crops,8,Antigua and Barbuda,5419,Yield,125,Cassava,1969,1969,hg/ha,37500
QC,Crops,8,Antigua and Barbuda,5419,Yield,125,Cassava,1970,1970,hg/ha,40000
QC,Crops,8,Antigua and Barbuda,5419,Yield,125,Cassava,1971,1971,hg/ha,32432
QC,Crops,8,Antigua and Barbuda,5419,Yield,125,Cassava,1972,1972,hg/ha,37250
QC,Crops,8,Antigua and Barbuda,5419,Yield,125,Cassava,1973,1973,hg/ha,38333
QC,Crops,8,Antigua and Barbuda,5419,Yield,125,Cassava,1974,1974,hg/ha,22500
QC,Crops,8,Antigua and Barbuda,5419,Yield,125,Cassava,1975,1975,hg/ha,25333
QC,Crops,8,Antigua and Barbuda,5419,Yield,125,Cassava,1976,1976,hg/ha,25882
QC,Crops,8,Antigua and Barbuda,5419,Yield,125,Cassava,1977,1977,hg/ha,22000
QC,Crops,8,Antigua and Barbuda,5419,Yield,125,Cassava,1978,1978,hg/ha,41667
QC,Crops,8,Antigua and Barbuda,5419,Yield,125,Cassava,1979,1979,hg/ha,43000
QC,Crops,8,Antigua and Barbuda,5419,Yield,125,Cassava,1980,1980,hg/ha,39167
QC,Crops,8,Antigua and Barbuda,5419,Yield,125,Cassava,1981,1981,hg/ha,56316
QC,Crops,8,Antigua and Barbuda,5419,Yield,125,Cassava,1982,1982,hg/ha,56667
QC,Crops,8,Antigua and Barbuda,5419,Yield,125,Cassava,1983,1983,hg/ha,44000
QC,Crops,8,Antigua and Barbuda,5419,Yield,125,Cassava,1984,1984,hg/ha,50000
QC,Crops,8,Antigua and Barbuda,5419,Yield,125,Cassava,1985,1985,hg/ha,55000
QC,Crops,8,Antigua and Barbuda,5419,Yield,125,Cassava,1986,1986,hg/ha,55556
QC,Crops,8,Antigua and Barbuda,5419,Yield,125,Cassava,1987,1987,hg/ha,51667
QC,Crops,8,Antigua and Barbuda,5419,Yield,125,Cassava,1988,1988,hg/ha,46250
QC,Crops,8,Antigua and Barbuda,5419,Yield,125,Cassava,1989,1989,hg/ha,50000
QC,Crops,8,Antigua and Barbuda,5419,Yield,125,Cassava,1990,1990,hg/ha,50000
QC,Crops,8,Antigua and Barbuda,5419,Yield,125,Cassava,1991,1991,hg/ha,50000
QC,Crops,8,Antigua and Barbuda,5419,Yield,125,Cassava,1992,1992,hg/ha,47462
QC,Crops,8,Antigua and Barbuda,5419,Yield,125,Cassava,1993,1993,hg/ha,46921
QC,Crops,8,Antigua and Barbuda,5419,Yield,125,Cassava,1994,1994,hg/ha,46381
QC,Crops,8,Antigua and Barbuda,5419,Yield,125,Cassava,1995,1995,hg/ha,44444
QC,Crops,8,Antigua and Barbuda,5419,Yield,125,Cassava,1996,1996,hg/ha,45506
QC,Crops,8,Antigua and Barbuda,5419,Yield,125,Cassava,1997,1997,hg/ha,45413
QC,Crops,8,Antigua and Barbuda,5419,Yield,125,Cassava,1998,1998,hg/ha,45177
QC,Crops,8,Antigua and Barbuda,5419,Yield,125,Cassava,1999,1999,hg/ha,44967
QC,Crops,8,Antigua and Barbuda,5419,Yield,125,Cassava,2000,2000,hg/ha,45227
QC,Crops,8,Antigua and Barbuda,5419,Yield,125,Cassava,2001,2001,hg/ha,44622
QC,Crops,8,Antigua and Barbuda,5419,Yield,125,Cassava,2002,2002,hg/ha,45000
QC,Crops,8,Antigua and Barbuda,5419,Yield,125,Cassava,2003,2003,hg/ha,40000
QC,Crops,8,Antigua and Barbuda,5419,Yield,125,Cassava,2004,2004,hg/ha,41667
QC,Crops,8,Antigua and Barbuda,5419,Yield,125,Cassava,2005,2005,hg/ha,43552
QC,Crops,8,Antigua and Barbuda,5419,Yield,125,Cassava,2006,2006,hg/ha,40000
QC,Crops,8,Antigua and Barbuda,5419,Yield,125,Cassava,2007,2007,hg/ha,44708
QC,Crops,8,Antigua and Barbuda,5419,Yield,125,Cassava,2008,2008,hg/ha,46194
QC,Crops,8,Antigua and Barbuda,5419,Yield,125,Cassava,2009,2009,hg/ha,47448
QC,Crops,8,Antigua and Barbuda,5419,Yield,125,Cassava,2010,2010,hg/ha,48683
QC,Crops,8,Antigua and Barbuda,5419,Yield,125,Cassava,2011,2011,hg/ha,49928
QC,Crops,8,Antigua and Barbuda,5419,Yield,125,Cassava,2012,2012,hg/ha,57500
QC,Crops,8,Antigua and Barbuda,5419,Yield,125,Cassava,2013,2013,hg/ha,52096
QC,Crops,8,Antigua and Barbuda,5419,Yield,125,Cassava,2014,2014,hg/ha,51993
QC,Crops,8,Antigua and Barbuda,5419,Yield,125,Cassava,2015,2015,hg/ha,53321
QC,Crops,8,Antigua and Barbuda,5419,Yield,125,Cassava,2016,2016,hg/ha,54164
QC,Crops,8,Antigua and Barbuda,5419,Yield,56,Maize,1966,1966,hg/ha,25000
QC,Crops,8,Antigua and Barbuda,5419,Yield,56,Maize,1967,1967,hg/ha,22500
QC,Crops,8,Antigua and Barbuda,5419,Yield,56,Maize,1968,1968,hg/ha,25000
QC,Crops,8,Antigua and Barbuda,5419,Yield,56,Maize,1969,1969,hg/ha,22500
QC,Crops,8,Antigua and Barbuda,5419,Yield,56,Maize,1970,1970,hg/ha,24000
QC,Crops,8,Antigua and Barbuda,5419,Yield,56,Maize,1971,1971,hg/ha,22857
QC,Crops,8,Antigua and Barbuda,5419,Yield,56,Maize,1972,1972,hg/ha,23000
QC,Crops,8,Antigua and Barbuda,5419,Yield,56,Maize,1973,1973,hg/ha,20000
QC,Crops,8,Antigua and Barbuda,5419,Yield,56,Maize,1974,1974,hg/ha,20556
QC,Crops,8,Antigua and Barbuda,5419,Yield,56,Maize,1975,1975,hg/ha,18750
QC,Crops,8,Antigua and Barbuda,5419,Yield,56,Maize,1976,1976,hg/ha,18214
QC,Crops,8,Antigua and Barbuda,5419,Yield,56,Maize,1977,1977,hg/ha,16667
QC,Crops,8,Antigua and Barbuda,5419,Yield,56,Maize,1978,1978,hg/ha,17500
QC,Crops,8,Antigua and Barbuda,5419,Yield,56,Maize,1979,1979,hg/ha,19200
QC,Crops,8,Antigua and Barbuda,5419,Yield,56,Maize,1980,1980,hg/ha,17059
QC,Crops,8,Antigua and Barbuda,5419,Yield,56,Maize,1981,1981,hg/ha,18000
QC,Crops,8,Antigua and Barbuda,5419,Yield,56,Maize,1982,1982,hg/ha,17879
QC,Crops,8,Antigua and Barbuda,5419,Yield,56,Maize,1983,1983,hg/ha,17895
QC,Crops,8,Antigua and Barbuda,5419,Yield,56,Maize,1984,1984,hg/ha,17059
QC,Crops,8,Antigua and Barbuda,5419,Yield,56,Maize,1985,1985,hg/ha,19000
QC,Crops,8,Antigua and Barbuda,5419,Yield,56,Maize,1986,1986,hg/ha,19048
QC,Crops,8,Antigua and Barbuda,5419,Yield,56,Maize,1987,1987,hg/ha,19200
QC,Crops,8,Antigua and Barbuda,5419,Yield,56,Maize,1988,1988,hg/ha,20357
QC,Crops,8,Antigua and Barbuda,5419,Yield,56,Maize,1989,1989,hg/ha,21429
QC,Crops,8,Antigua and Barbuda,5419,Yield,56,Maize,1990,1990,hg/ha,23810
QC,Crops,8,Antigua and Barbuda,5419,Yield,56,Maize,1991,1991,hg/ha,18333
QC,Crops,8,Antigua and Barbuda,5419,Yield,56,Maize,1992,1992,hg/ha,17108
QC,Crops,8,Antigua and Barbuda,5419,Yield,56,Maize,1993,1993,hg/ha,16876
QC,Crops,8,Antigua and Barbuda,5419,Yield,56,Maize,1994,1994,hg/ha,16662
QC,Crops,8,Antigua and Barbuda,5419,Yield,56,Maize,1995,1995,hg/ha,16071
QC,Crops,8,Antigua and Barbuda,5419,Yield,56,Maize,1996,1996,hg/ha,16372
QC,Crops,8,Antigua and Barbuda,5419,Yield,56,Maize,1997,1997,hg/ha,16328
QC,Crops,8,Antigua and Barbuda,5419,Yield,56,Maize,1998,1998,hg/ha,16307
QC,Crops,8,Antigua and Barbuda,5419,Yield,56,Maize,1999,1999,hg/ha,16311
QC,Crops,8,Antigua and Barbuda,5419,Yield,56,Maize,2000,2000,hg/ha,16000
QC,Crops,8,Antigua and Barbuda,5419,Yield,56,Maize,2001,2001,hg/ha,16148
QC,Crops,8,Antigua and Barbuda,5419,Yield,56,Maize,2002,2002,hg/ha,15625
QC,Crops,8,Antigua and Barbuda,5419,Yield,56,Maize,2003,2003,hg/ha,15714
QC,Crops,8,Antigua and Barbuda,5419,Yield,56,Maize,2004,2004,hg/ha,15789
QC,Crops,8,Antigua and Barbuda,5419,Yield,56,Maize,2005,2005,hg/ha,15983
QC,Crops,8,Antigua and Barbuda,5419,Yield,56,Maize,2006,2006,hg/ha,16250
QC,Crops,8,Antigua and Barbuda,5419,Yield,56,Maize,2007,2007,hg/ha,16026
QC,Crops,8,Antigua and Barbuda,5419,Yield,56,Maize,2008,2008,hg/ha,16190
QC,Crops,8,Antigua and Barbuda,5419,Yield,56,Maize,2009,2009,hg/ha,15919
QC,Crops,8,Antigua and Barbuda,5419,Yield,56,Maize,2010,2010,hg/ha,15889
QC,Crops,8,Antigua and Barbuda,5419,Yield,56,Maize,2011,2011,hg/ha,16017
QC,Crops,8,Antigua and Barbuda,5419,Yield,56,Maize,2012,2012,hg/ha,15999
QC,Crops,8,Antigua and Barbuda,5419,Yield,56,Maize,2013,2013,hg/ha,15980
QC,Crops,8,Antigua and Barbuda,5419,Yield,56,Maize,2014,2014,hg/ha,15962
QC,Crops,8,Antigua and Barbuda,5419,Yield,56,Maize,2015,2015,hg/ha,15944
QC,Crops,8,Antigua and Barbuda,5419,Yield,56,Maize,2016,2016,hg/ha,15925
QC,Crops,8,Antigua and Barbuda,5419,Yield,122,Sweet potatoes,1961,1961,hg/ha,35333
QC,Crops,8,Antigua and Barbuda,5419,Yield,122,Sweet potatoes,1962,1962,hg/ha,36000
QC,Crops,8,Antigua and Barbuda,5419,Yield,122,Sweet potatoes,1963,1963,hg/ha,36667
QC,Crops,8,Antigua and Barbuda,5419,Yield,122,Sweet potatoes,1964,1964,hg/ha,37333
QC,Crops,8,Antigua and Barbuda,5419,Yield,122,Sweet potatoes,1965,1965,hg/ha,38000
QC,Crops,8,Antigua and Barbuda,5419,Yield,122,Sweet potatoes,1966,1966,hg/ha,38667
QC,Crops,8,Antigua and Barbuda,5419,Yield,122,Sweet potatoes,1967,1967,hg/ha,39333
QC,Crops,8,Antigua and Barbuda,5419,Yield,122,Sweet potatoes,1968,1968,hg/ha,40000
QC,Crops,8,Antigua and Barbuda,5419,Yield,122,Sweet potatoes,1969,1969,hg/ha,41000
QC,Crops,8,Antigua and Barbuda,5419,Yield,122,Sweet potatoes,1970,1970,hg/ha,40323
QC,Crops,8,Antigua and Barbuda,5419,Yield,122,Sweet potatoes,1971,1971,hg/ha,40000
QC,Crops,8,Antigua and Barbuda,5419,Yield,122,Sweet potatoes,1972,1972,hg/ha,39697
QC,Crops,8,Antigua and Barbuda,5419,Yield,122,Sweet potatoes,1973,1973,hg/ha,39714
QC,Crops,8,Antigua and Barbuda,5419,Yield,122,Sweet potatoes,1974,1974,hg/ha,41111
QC,Crops,8,Antigua and Barbuda,5419,Yield,122,Sweet potatoes,1975,1975,hg/ha,40263
QC,Crops,8,Antigua and Barbuda,5419,Yield,122,Sweet potatoes,1976,1976,hg/ha,42889
QC,Crops,8,Antigua and Barbuda,5419,Yield,122,Sweet potatoes,1977,1977,hg/ha,40000
QC,Crops,8,Antigua and Barbuda,5419,Yield,122,Sweet potatoes,1978,1978,hg/ha,42500
QC,Crops,8,Antigua and Barbuda,5419,Yield,122,Sweet potatoes,1979,1979,hg/ha,75405
QC,Crops,8,Antigua and Barbuda,5419,Yield,122,Sweet potatoes,1980,1980,hg/ha,33519
QC,Crops,8,Antigua and Barbuda,5419,Yield,122,Sweet potatoes,1981,1981,hg/ha,55345
QC,Crops,8,Antigua and Barbuda,5419,Yield,122,Sweet potatoes,1982,1982,hg/ha,73548
QC,Crops,8,Antigua and Barbuda,5419,Yield,122,Sweet potatoes,1983,1983,hg/ha,67885
QC,Crops,8,Antigua and Barbuda,5419,Yield,122,Sweet potatoes,1984,1984,hg/ha,62778
QC,Crops,8,Antigua and Barbuda,5419,Yield,122,Sweet potatoes,1985,1985,hg/ha,56111
QC,Crops,8,Antigua and Barbuda,5419,Yield,122,Sweet potatoes,1986,1986,hg/ha,60000
QC,Crops,8,Antigua and Barbuda,5419,Yield,122,Sweet potatoes,1987,1987,hg/ha,65000
QC,Crops,8,Antigua and Barbuda,5419,Yield,122,Sweet potatoes,1988,1988,hg/ha,73000
QC,Crops,8,Antigua and Barbuda,5419,Yield,122,Sweet potatoes,1989,1989,hg/ha,64286
QC,Crops,8,Antigua and Barbuda,5419,Yield,122,Sweet potatoes,1990,1990,hg/ha,61538
QC,Crops,8,Antigua and Barbuda,5419,Yield,122,Sweet potatoes,1991,1991,hg/ha,60105
QC,Crops,8,Antigua and Barbuda,5419,Yield,122,Sweet potatoes,1992,1992,hg/ha,59813
QC,Crops,8,Antigua and Barbuda,5419,Yield,122,Sweet potatoes,1993,1993,hg/ha,59528
QC,Crops,8,Antigua and Barbuda,5419,Yield,122,Sweet potatoes,1994,1994,hg/ha,59256
QC,Crops,8,Antigua and Barbuda,5419,Yield,122,Sweet potatoes,1995,1995,hg/ha,58333
QC,Crops,8,Antigua and Barbuda,5419,Yield,122,Sweet potatoes,1996,1996,hg/ha,58978
QC,Crops,8,Antigua and Barbuda,5419,Yield,122,Sweet potatoes,1997,1997,hg/ha,59044
QC,Crops,8,Antigua and Barbuda,5419,Yield,122,Sweet potatoes,1998,1998,hg/ha,59106
QC,Crops,8,Antigua and Barbuda,5419,Yield,122,Sweet potatoes,1999,1999,hg/ha,59173
QC,Crops,8,Antigua and Barbuda,5419,Yield,122,Sweet potatoes,2000,2000,hg/ha,59611
QC,Crops,8,Antigua and Barbuda,5419,Yield,122,Sweet potatoes,2001,2001,hg/ha,59521
QC,Crops,8,Antigua and Barbuda,5419,Yield,122,Sweet potatoes,2002,2002,hg/ha,58929
QC,Crops,8,Antigua and Barbuda,5419,Yield,122,Sweet potatoes,2003,2003,hg/ha,58333
QC,Crops,8,Antigua and Barbuda,5419,Yield,122,Sweet potatoes,2004,2004,hg/ha,57143
QC,Crops,8,Antigua and Barbuda,5419,Yield,122,Sweet potatoes,2005,2005,hg/ha,59856
QC,Crops,8,Antigua and Barbuda,5419,Yield,122,Sweet potatoes,2006,2006,hg/ha,62500
QC,Crops,8,Antigua and Barbuda,5419,Yield,122,Sweet potatoes,2007,2007,hg/ha,61392
QC,Crops,8,Antigua and Barbuda,5419,Yield,122,Sweet potatoes,2008,2008,hg/ha,62222
QC,Crops,8,Antigua and Barbuda,5419,Yield,122,Sweet potatoes,2009,2009,hg/ha,62125
QC,Crops,8,Antigua and Barbuda,5419,Yield,122,Sweet potatoes,2010,2010,hg/ha,62530
QC,Crops,8,Antigua and Barbuda,5419,Yield,122,Sweet potatoes,2011,2011,hg/ha,62955
QC,Crops,8,Antigua and Barbuda,5419,Yield,122,Sweet potatoes,2012,2012,hg/ha,65000
QC,Crops,8,Antigua and Barbuda,5419,Yield,122,Sweet potatoes,2013,2013,hg/ha,63759
QC,Crops,8,Antigua and Barbuda,5419,Yield,122,Sweet potatoes,2014,2014,hg/ha,63106
QC,Crops,8,Antigua and Barbuda,5419,Yield,122,Sweet potatoes,2015,2015,hg/ha,63399
QC,Crops,8,Antigua and Barbuda,5419,Yield,122,Sweet potatoes,2016,2016,hg/ha,63598
QC,Crops,8,Antigua and Barbuda,5419,Yield,137,Yams,1961,1961,hg/ha,25000
QC,Crops,8,Antigua and Barbuda,5419,Yield,137,Yams,1962,1962,hg/ha,25000
QC,Crops,8,Antigua and Barbuda,5419,Yield,137,Yams,1963,1963,hg/ha,25000
QC,Crops,8,Antigua and Barbuda,5419,Yield,137,Yams,1964,1964,hg/ha,26923
QC,Crops,8,Antigua and Barbuda,5419,Yield,137,Yams,1965,1965,hg/ha,30769
QC,Crops,8,Antigua and Barbuda,5419,Yield,137,Yams,1966,1966,hg/ha,33333
QC,Crops,8,Antigua and Barbuda,5419,Yield,137,Yams,1967,1967,hg/ha,33333
QC,Crops,8,Antigua and Barbuda,5419,Yield,137,Yams,1968,1968,hg/ha,40000
QC,Crops,8,Antigua and Barbuda,5419,Yield,137,Yams,1969,1969,hg/ha,42857
QC,Crops,8,Antigua and Barbuda,5419,Yield,137,Yams,1970,1970,hg/ha,39655
QC,Crops,8,Antigua and Barbuda,5419,Yield,137,Yams,1971,1971,hg/ha,45161
QC,Crops,8,Antigua and Barbuda,5419,Yield,137,Yams,1972,1972,hg/ha,43600
QC,Crops,8,Antigua and Barbuda,5419,Yield,137,Yams,1973,1973,hg/ha,42750
